Length	GC
147659	37.5358088569
46641	58.8087733968
41880	50.4871060172
49220	71.1377488826
39530	50.5818365798
44941	44.9589461739
46575	31.7444981213
43016	47.2638088153
51397	63.9122906006
171192	39.3750876209
36445	35.9665249005
42092	58.5408153568
49487	63.8430294825
5577	45.9207459207
5540	46.0288808664
49976	63.346406275
44539	51.0631132266
179254	40.2663259955
154701	45.5523881552
68804	66.4568920412
40761	33.9932778882
53411	62.6406545468
55748	67.7853914042
140903	30.3272464036
50127	67.0257545834
58692	61.7392489607
51374	63.8844551719
39158	50.722713111
51241	59.9597978182
135502	30.0010331951
177688	43.1807437756
40973	56.2712029873
182145	40.199291773
40086	66.8437858604
60300	61.3797678275
72139	68.9086347191
40192	56.2126791401
62668	57.8812152933
38084	60.4269509505
63584	50.1667086059
139262	44.724332553
68196	67.42770837
46527	58.578889677
34694	36.6086354989
41563	39.4774198205
39530	50.5438907159
57775	61.2894850714
61440	69.5735677083
42186	40.3617313801
38677	47.2658168938
45746	43.9426397936
33906	40.6683182917
37612	72.6922258854
35133	38.1777815729
44120	50.976881233
39473	46.2037341981
76666	30.2233062896
29594	54.5989051835
42205	46.0680014216
171035	39.3732277019
29347	54.5882032235
42544	43.4702895825
57155	61.758376345
5577	45.9386767079
41087	35.5367877918
28983	35.1378394231
51409	63.9226594565
51809	63.9271169102
37523	32.4041254697
79099	37.4909923008
42696	32.0076822185
174352	39.5579058456
5529	45.7948996202
170397	40.6450817796
279593	36.8925545346
130482	42.7062736623
73659	54.2513474253
5577	45.9386767079
26061	30.1254748475
51637	64.0141758816
196280	37.8204605665
346602	31.7167817843
52753	63.471271776
5386	44.5785369476
5577	45.9745382822
42724	49.9133976219
50426	56.4431047476
43698	66.2616138038
5386	44.3928704048
42927	39.5974561465
5577	45.9924690694
37429	65.5828368377
46455	29.8374771284
26559	36.2739560977
47039	39.1866323689
33495	38.895357516
5577	45.9566074951
5577	45.9924690694
5577	45.9386767079
123097	37.0740148013
12366	31.8372958111
37333	45.5227278815
178193	44.5225121077
52561	64.1768611708
41496	39.4857335647
36081	65.4416451872
50509	44.5682947593
72646	54.8688159018
68685	67.5125573269
21272	35.8358405416
43745	60.6606469311
52049	41.3706315203
51373	63.8759659743
69171	66.3471686111
39940	40.1877816725
43098	32.9017587823
175083	42.1571483239
42961	62.1819790042
43293	34.6614926201
5577	45.9207459207
58839	49.854688217
5386	44.8384701077
74431	56.7827921162
68839	66.520431732
31277	38.1302554593
221967	41.5746484838
64494	59.7109808664
50066	65.9229816642
35417	28.9465510913
41526	39.0863555363
252401	35.505802275
154061	64.7230642408
40539	39.6507067269
29464	54.2051316861
44401	34.8640796378
44952	42.7300231358
5577	45.9386767079
32275	34.5375677769
133047	50.057498478
41987	51.5564341344
47355	49.6125013198
5577	45.9566074951
35951	32.4886651275
7542	43.3704587643
3562	47.9225154408
5577	45.9386767079
232878	39.1161895928
36315	37.3895084676
40987	47.6346158538
5833	45.3625921481
46314	58.6949950339
154434	64.7804239999
41142	48.1673229303
149312	38.9613694814
41143	48.1661522009
68598	66.517974285
41116	53.3417647631
5577	45.9745382822
43970	42.4425744826
5577	45.9028151336
71565	70.0048906588
52282	61.2409624727
33654	32.6617935461
155565	64.7472117764
179200	40.2717633929
41119	52.3699506311
316674	45.3444236028
60237	67.3639125454
39290	42.7538813948
221396	41.5350774178
62708	49.9043184283
43869	60.167772231
76169	63.058462104
241654	51.0134324282
171175	38.7357966993
44846	37.5997859341
38934	37.0421739354
145162	34.1115443436
5577	45.9386767079
32249	34.4816893547
15524	60.2293223396
45342	45.5956949407
56125	61.0547884187
45696	52.3656337535
38067	65.2008301153
30646	30.4640083535
175311	42.1702003867
18762	33.6584585865
43562	61.0623938295
5577	45.9207459207
39318	66.7633145124
42633	49.7971055286
60526	66.2260846578
44005	60.9748892171
154553	64.7441330806
175340	42.1575225277
65762	54.9268574557
39591	66.7348639842
37856	37.7773668639
43564	61.1100909007
39861	42.7259727553
73808	58.9231519618
46335	53.3916046185
30413	54.1347450104
39503	42.6119535225
175431	42.1556053377
157308	45.0320390571
5577	45.9566074951
244840	49.414311387
170341	38.8761366905
58390	67.467032026
37847	38.7058419426
68992	66.514958256
135563	29.8584422003
175425	42.1633176571
51606	38.2726814711
64113	60.2873052267
179107	40.2708995182
133572	26.1267331477
17562	66.3534904908
39782	50.5454728269
32027	40.0755612452
14429	49.2619031118
5577	45.9028151336
50564	45.532394589
43226	31.3931430158
45385	43.2169218905
58652	57.0074336766
35921	38.9744160797
28336	36.0142574816
35728	38.8658755038
14319	36.853132202
34630	33.2226393301
48565	29.8939565531
68365	36.0198932202
44147	44.3812716606
22179	35.7319987375
147303	45.8273083372
273501	49.8608780224
64021	49.9835991315
69059	67.3351771673
75844	58.8813881124
168394	35.2530375192
52917	63.4786552526
44872	66.2796398645
6842	42.955276235
5386	44.8756034163
34638	40.0398406375
145865	32.6719912248
74655	62.9830553881
49241	47.4340488617
34907	39.3875153981
31229	32.2456690896
5577	45.9386767079
38202	49.9057640961
29348	54.364863023
15556	60.1054255593
28788	43.1985549535
5577	45.9207459207
231255	58.0264210504
38684	50.1628580292
69819	67.6434781363
48228	58.8268225927
36378	36.263675848
50628	63.7236311922
5577	45.9028151336
29491	54.37930216
28785	35.4594406809
138877	40.7698899026
53693	63.6842791425
29508	36.1461298631
23931	50.3489198111
58059	45.1523450283
56167	67.0785336586
175381	42.1596410101
35653	39.2028721286
68171	66.410937202
11624	49.5268410186
15556	59.6425816405
216240	66.1519607843
8273	22.8937507555
46057	53.972251775
43301	35.1354472183
62708	49.9043184283
40024	40.6206276234
5577	45.9566074951
40578	43.639410518
39369	40.8443191343
93296	49.359029326
157950	44.5343463121
70096	61.686829491
53278	63.144262172
75772	56.6581322916
33440	35.5921052632
47453	46.1045666238
5577	45.9386767079
40275	34.4978274364
222893	41.5966405405
37238	64.0797035287
45888	37.6263947001
32275	34.5282726569
53332	64.5297382435
174353	39.5049124477
41903	66.634847147
124497	37.0924600593
85138	61.4026639104
5577	45.9566074951
58498	61.8875859004
40071	33.2160415263
5577	45.9566074951
53224	43.0219449872
5577	45.9924690694
39542	50.5563704416
41867	34.9177156233
65100	63.4239631336
45890	37.9320113314
41448	61.2357652963
36991	28.7042794193
46854	58.7185725872
74155	58.6851864338
41386	56.7752380032
38039	29.0254738558
39014	63.3875019224
110865	61.3746448383
70667	69.8855194079
45653	43.642257902
5577	45.9566074951
52392	61.4139563292
15556	60.1054255593
170527	39.6465075912
127065	41.4244677921
91159	47.0101690453
54452	33.515756997
175441	42.1480725714
54513	61.6807000165
43773	35.3916798026
29491	54.37930216
39640	64.9545913219
72790	63.0539909328
50839	64.0256495997
145343	32.6510392657
61318	67.1401546039
158081	44.6081439262
174670	39.5133680655
152460	44.8780007871
32224	38.1268619662
41642	39.2920609001
41105	40.6592871913
61670	49.3676017513
29421	54.0396315557
76217	62.9793878006
37553	32.4048677869
5577	45.8848843464
50727	66.2250872317
231998	44.5758153088
40114	53.2831430423
40469	51.0094146137
35203	51.9359145527
216994	41.5034517083
50913	64.1820360222
60896	50.2266158697
36835	32.4474005701
40491	51.9720431701
18078	34.4783715013
60005	64.7879343388
166634	35.3721329381
68675	66.449217328
39300	49.9541984733
43769	47.2274897759
181044	37.8493625859
49981	52.4019127268
24837	26.8430164674
55832	65.6469408225
35701	35.6488613764
67776	66.5692870633
58043	61.5526420068
126341	42.8863156062
47875	43.3023498695
175341	39.5617682117
29733	53.0118050651
45858	66.1345893846
5577	45.9566074951
55707	59.5365034915
95299	41.4495430172
32545	34.7303733292
215432	41.5648557317
117842	38.9818570628
158621	39.9776826524
94005	65.4635391734
76483	62.8296484186
309157	42.998217734
68304	36.5000585617
161440	40.4577552032
5577	45.9924690694
46895	67.0369975477
64807	59.5537519095
38738	37.1392431205
33507	28.3821291074
29416	35.0727495241
26537	37.0991445906
5577	45.8848843464
36284	32.6672913681
162910	44.3809465349
60285	62.4052417683
59646	66.6063105657
5577	45.9924690694
68607	66.5165362135
17869	28.8992109239
50774	61.933272935
175442	42.158662122
46387	37.7433332615
45417	60.3540524473
39541	32.6926481374
6478	34.2080889163
175432	42.1576451275
47279	47.3296812538
38253	48.1739994249
223935	50.5887869248
84303	60.7961756996
222009	41.567684193
33328	30.5148823812
5577	45.9386767079
40474	64.6489104116
5577	45.9028151336
65762	54.9207749156
160541	38.0314063074
58560	63.3913934426
87646	54.6824726742
36406	43.9405592485
41318	36.9161140423
40931	44.7680242359
42685	42.2373199016
3486	46.528973035
39415	47.253583661
39832	52.5155653746
246390	52.101546329
42519	62.2968555234
37966	43.9630195438
154990	39.2257565004
32894	50.966741655
56852	61.5299373813
37654	34.6921973761
40489	65.1115117686
42944	60.7046385991
41446	48.1204458814
37555	48.3158034882
215097	41.502670888
5577	45.9207459207
68415	66.4269531535
44461	28.9197274015
47399	54.4526255828
29751	53.9948237034
52738	61.9667033259
30862	34.9005249174
30572	38.8525448122
43931	47.4061596595
39725	50.5047199497
30688	34.1306047967
35191	36.605950385
18023	29.3402874105
51308	63.6898729243
46586	58.5712445799
4817	44.3637118539
38439	63.1598116496
41449	53.8396583754
48055	36.5518676516
14954	48.3215193259
52911	62.5729999433
5577	45.9745382822
58546	46.862296314
41057	41.6007014638
5577	45.9386767079
40570	39.4675868869
53455	63.6928257413
171192	39.3756717604
75894	63.0524152107
68479	66.4364257656
34292	39.1286597457
45051	46.1255022086
41039	51.1269767782
34367	41.5136613612
174046	39.5694241752
5577	45.9566074951
43950	61.858930603
29461	54.5263229354
18018	29.3484293484
154573	64.7674561534
175083	42.16057527
39844	40.6987250276
72961	32.6955496772
14957	35.876178378
6068	44.9406723797
44360	60.9107303877
67150	36.2576321668
5486	45.5705432009
103445	48.5775049543
37192	40.2075715208
69278	34.5549813794
30977	36.5496981632
5577	45.8848843464
5577	45.9207459207
51402	64.0325279172
60934	69.112482358
35248	34.268610985
222089	41.5828789359
37817	72.3669249279
80228	61.6206312011
14935	39.718781386
5577	45.9386767079
51372	63.9141945028
6065	44.8309975268
5577	45.9386767079
53227	43.0195201683
50283	64.3776226558
74576	62.9398197812
53623	63.5585476381
35652	35.8745652418
156646	64.6515072201
34951	54.9855512003
52647	63.4186183448
5577	45.9566074951
179116	40.2778087943
165213	39.6046315968
64427	55.4689803964
34516	39.0022018774
29422	53.9120386106
39530	50.5388312674
45169	39.3632801257
52797	68.1137185825
47536	39.8708347358
47657	45.5316113058
38616	47.0996478144
52946	62.5316360065
29514	54.0489259335
59179	61.6637658629
65867	54.9030622315
46454	45.9852757567
40592	34.2456641703
116138	42.827498321
41289	53.074668798
175430	42.1552756085
47977	56.8022177293
161643	38.6673100598
5577	45.9386767079
57789	61.6034193359
30594	34.6178989344
29496	53.9835909954
30505	32.656941485
33516	41.7173887099
131086	50.2464031247
218948	41.7953121289
46481	29.8250898216
42696	32.0076822185
51252	65.7964567236
40207	46.8599995026
28341	36.9076602802
70797	57.3131629871
5577	45.9207459207
147443	44.6219895146
49158	59.9820985394
166137	37.5990899077
39974	53.5423024966
43642	39.3222125475
38732	37.1011050294
39215	57.8987632284
58247	53.4619808746
29264	54.158693275
65869	65.555876057
53426	62.6492718901
41142	48.1867677799
21054	35.4089484184
48699	67.0937801598
70396	61.6796408887
5577	45.9386767079
28873	35.1712672739
41143	48.1734438422
7069	62.3426227189
70362	61.6724936756
39151	36.5839953002
5577	45.9566074951
5577	45.9566074951
179111	40.2856329315
30688	34.1208289885
63748	39.7126184351
38646	50.6960616881
56418	61.3208550463
52136	63.5702777352
5577	45.9207459207
30116	35.1972373489
42351	53.3470284055
53746	67.4524615785
35598	41.5613236699
5577	45.9566074951
46482	29.8244481735
169621	35.3629562377
41843	33.9817890687
61137	49.7096684495
55584	33.3333333333
49099	29.7521334447
5577	45.9028151336
172957	43.9155397006
5577	45.9745382822
35736	38.8655697336
37316	41.8667595669
49421	59.786325651
5577	45.9207459207
59471	61.3038287569
41143	48.1734438422
35725	44.4674597621
19351	38.1840731745
18899	31.118048574
32707	32.9134436053
52967	63.539562369
44613	54.6141259274
87510	38.8389898297
41887	41.2084895075
61388	49.8175539193
5577	45.9386767079
70841	68.7511469347
68245	67.563924097
51440	63.8608087092
41491	65.8383745873
43015	55.4318261072
41620	53.8395002403
73419	56.610686607
37830	72.3420565689
69855	42.7299405912
31805	34.840433894
167063	35.457282582
57248	51.0533119061
5577	45.8848843464
168066	39.4940083063
22162	50.7986643805
218339	52.3406262738
5577	45.9566074951
223989	50.0573688887
39779	35.8053244174
68346	66.4501214409
41475	49.1742013261
67451	68.9552415828
37387	40.4391900928
38368	48.9261884904
53396	63.3380777586
43680	66.2408424908
35100	54.4301994302
42663	65.4384361156
38389	50.1159186225
41724	47.0904036046
175444	42.1496317913
37385	37.7959074495
14946	48.3406931621
32172	35.5091383812
50610	63.5328986366
61109	66.2455612103
155586	64.7346162251
93385	44.9708197248
38893	38.1096855475
38496	72.5374064838
59672	66.6158332216
43155	35.0596686363
164911	39.8978843134
86537	39.0815489328
55094	61.6455512397
41901	66.5640438176
46271	53.2017894578
40710	41.3903217883
172688	39.128949319
27572	36.5588277963
53018	56.4223471274
44183	60.724713125
61235	44.4288397158
175440	42.1494528044
53227	43.0213989141
5577	45.9745382822
17141	48.4977539233
46872	56.2638675542
64415	55.6423193356
41268	42.60686246
38513	53.6520136058
43150	69.0892236385
67480	68.9567279194
139997	30.8628042029
52501	63.7873564313
37594	39.0221843911
175434	42.1611546223
41519	50.7815698837
69099	57.5464189062
31379	34.6218808757
59363	65.4717585028
142934	30.5119845523
43595	54.1529991972
273224	49.7910139666
72369	32.8731915599
17972	32.7565101269
59314	61.7071854874
46149	43.1363626514
39216	50.4181966544
34600	41.5809248555
56606	26.8893756846
345809	31.7018932416
50263	63.2990470127
42608	47.0216860683
174273	42.1958651082
51347	61.0571211561
56506	40.3373093123
43036	66.3305139883
37809	68.4334417731
67349	68.9394051879
37334	34.4404564204
39290	31.4405701196
104936	36.6108866357
33778	32.9149150335
44260	44.780840488
43567	55.7233686047
229929	38.7171692131
53802	39.7475930263
172874	39.112301445
41901	66.5688169733
37518	40.5911828989
29511	53.9900376131
27206	30.4307873263
5577	45.9566074951
41092	41.7404847659
99517	42.3093541807
103218	45.1491019008
53746	67.4468797678
49534	67.7453870069
41181	53.2478570214
222326	41.5434991859
34145	48.7831307659
77053	63.0020894709
44513	54.4560016175
42425	49.9823217443
5577	45.9924690694
49219	57.7419289299
5577	45.9924690694
29200	54.095890411
54016	33.471563981
41805	39.2871666069
41152	41.5338258165
42091	62.1653084983
54295	43.0721060871
168401	35.3733053842
63153	65.0388738461
41941	46.985050428
35444	38.875409096
69653	65.457338521
222322	41.5824794667
41059	41.8544046372
60012	60.8778244351
32954	33.8653881168
47162	67.1812052076
5577	45.9028151336
38689	50.1512057691
72108	65.3935763022
60934	66.875635934
5577	45.9386767079
37372	62.7314567056
52495	63.7946471092
29394	53.9599918351
34695	36.4432915406
28760	31.3317107093
42689	58.4389421162
136589	35.8476890526
44234	44.217118054
40498	40.5427428515
38966	52.5586408664
16812	58.9043540328
222888	52.2589820897
72332	54.4738151855
172688	39.12837024
45606	38.8194535807
36164	38.8784426501
41760	50.5866858238
5577	45.9924690694
34019	38.9429436491
56167	59.5581035127
39270	48.7318563789
169158	37.5879355396
28142	35.9924667756
43804	51.6779289563
5577	45.9745382822
41142	48.1721841427
32637	63.8539081411
139100	40.27821711
5577	45.9924690694
134973	41.292702985
172688	39.1254748448
40574	47.461428501
5577	45.9924690694
111506	39.7072803257
5577	45.9386767079
89596	38.8075360507
64787	59.6632040378
5577	45.9745382822
40273	35.400888933
49639	44.7833356836
65994	55.5126223596
175436	42.1601039695
41868	49.7993694468
39671	50.8482266643
69377	50.4057540684
48815	66.8749359828
28093	36.3008578649
38682	49.1132826638
88771	38.8865733179
75987	50.6941976917
68682	66.4788445299
40751	35.5868567643
68472	66.5308447249
31522	50.7708901719
46481	29.8229384049
76260	62.9687909782
45718	61.0525394812
5577	45.9924690694
176227	43.4910655007
175447	42.1614504665
7679	59.3697095976
77832	67.3411964231
3523	48.4246380925
17861	29.3544594368
38867	39.9722129313
52617	62.8390064048
33895	37.9170969169
40093	35.6945102636
44541	44.1570687681
56147	62.3613015833
87372	39.0033420318
35284	64.4314703548
75554	63.0224739921
78064	53.2652695224
38921	36.5869325043
40793	50.0796705317
43557	54.1336639346
120295	35.8443825595
76652	58.9312738089
168966	35.2934909982
40493	39.4636109945
62054	34.2459793083
5577	45.9566074951
6856	43.4364060677
31901	34.5788533275
51090	58.5652769622
60919	58.7386529654
41900	66.5680190931
34195	52.9960520544
57447	31.2392292026
41608	39.3097481254
5577	45.9566074951
49894	64.4486310979
43827	49.1820110891
35535	38.8659068524
41224	49.8762856588
42764	49.7918810214
50864	63.9351997483
174079	41.1376444028
5577	45.9566074951
5077	45.0265905062
74896	63.0407498398
133824	36.8551231468
60727	61.3236286989
50066	64.0454599928
33628	51.9061496372
162375	38.7873749038
66316	43.6787502262
59245	56.5347286691
31498	34.8244332974
68355	66.4984273279
175435	42.1706044974
53008	63.8601720495
6408	40.88639201
5577	45.9924690694
14113	41.0330900588
76129	58.9446859935
53226	43.022207192
56663	61.5039796693
14937	48.2292294303
68133	66.4553153391
59866	49.6943173087
41480	41.5597878496
22157	35.9434941553
51370	63.9147362274
36203	40.9551694611
162692	38.7468345094
41865	49.7981607548
46930	58.8472192627
41143	48.1710132951
172345	39.9129652731
59626	61.1578841445
5577	45.9566074951
121442	37.3585744635
43661	60.9949382744
32153	38.0835380835
125956	37.0732636794
40572	50.6013999803
179115	40.2953409821
5577	45.9386767079
5577	45.9207459207
174137	39.5108449095
95702	62.7165576477
52643	63.3949432973
357154	34.4226860122
47417	34.4749773288
66116	55.549337528
91715	49.3616093333
125658	32.5510512661
38437	31.5399224705
169148	37.6492775557
58671	61.6880571321
50081	64.0442483177
50740	36.7619235317
135400	43.5915805022
